idx,page_tsx_path,layout_sidecar,user_path,primary_round,role_guess,key_api_or_ui_contract,appendix_b_axes,playwright_ref,vitest_ref,d3_hand,status_93,gap_issue,controls_notes
25,frontend/app/admin/config/releases/page.tsx,Y,/admin/config/releases,R7,admin,matrix:96-20:auto:admin-config-releases; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-config-releases; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/config/releases; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
26,frontend/app/admin/cross-check/page.tsx,Y,/admin/cross-check,R7,admin,matrix:96-20:auto:admin-cross-check; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-cross-check; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/cross-check; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
27,frontend/app/admin/disputes/[id]/page.tsx,Y,/admin/disputes/:id,R8,admin,matrix:96-20:auto:admin-disputes-id; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-disputes-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R8 user_path=/admin/disputes/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
28,frontend/app/admin/disputes/page.tsx,Y,/admin/disputes,R7,admin,matrix:96-20:auto:admin-disputes; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-disputes; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/disputes; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
29,frontend/app/admin/drift-summary/page.tsx,Y,/admin/drift-summary,R7,admin,matrix:96-20:auto:admin-drift-summary; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-drift-summary; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/drift-summary; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
30,frontend/app/admin/fee-router/page.tsx,Y,/admin/fee-router,R7,admin,matrix:96-20:auto:admin-fee-router; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-fee-router; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/fee-router; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
31,frontend/app/admin/finance-reconciliation/page.tsx,Y,/admin/finance-reconciliation,R7,admin,matrix:96-20:auto:admin-finance-reconciliation; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-finance-reconciliation; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/finance-reconciliation; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
32,frontend/app/admin/finance/page.tsx,Y,/admin/finance,R7,admin,matrix:96-20:auto:admin-finance; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-finance; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/finance; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
33,frontend/app/admin/flags/page.tsx,Y,/admin/flags,R7,admin,matrix:96-20:auto:admin-flags; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-flags; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/flags; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
34,frontend/app/admin/guides/[id]/page.tsx,Y,/admin/guides/:id,R8,admin,matrix:96-20:auto:admin-guides-id; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-guides-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R8 user_path=/admin/guides/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
35,frontend/app/admin/guides/page.tsx,Y,/admin/guides,R7,admin,matrix:96-20:auto:admin-guides; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-guides; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/guides; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
36,frontend/app/admin/indexer/page.tsx,Y,/admin/indexer,R7,admin,matrix:96-20:auto:admin-indexer; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-indexer; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/indexer; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
37,frontend/app/admin/indexer/reconcile-reports/page.tsx,Y,/admin/indexer/reconcile-reports,R7,admin,matrix:96-20:auto:admin-indexer-reconcile-reports; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-indexer-reconcile-reports; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/indexer/reconcile-reports; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
38,frontend/app/admin/indexer/reconcile/[id]/page.tsx,Y,/admin/indexer/reconcile/:id,R8,admin,matrix:96-20:auto:admin-indexer-reconcile-id; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-indexer-reconcile-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R8 user_path=/admin/indexer/reconcile/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
39,frontend/app/admin/internal-tools/audits/page.tsx,Y,/admin/internal-tools/audits,R7,admin,matrix:96-20:auto:admin-internal-tools-audits; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-internal-tools-audits; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/internal-tools/audits; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
40,frontend/app/admin/jobs/page.tsx,Y,/admin/jobs,R7,admin,matrix:96-20:auto:admin-jobs; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-jobs; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/jobs; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
41,frontend/app/admin/lifecycle/page.tsx,Y,/admin/lifecycle,R7,admin,matrix:96-20:auto:admin-lifecycle; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-lifecycle; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/lifecycle; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
42,frontend/app/admin/media/access-logs/page.tsx,Y,/admin/media/access-logs,R7,admin,matrix:96-20:auto:admin-media-access-logs; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-media-access-logs; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/media/access-logs; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
43,frontend/app/admin/media/signed-url-tokens/page.tsx,Y,/admin/media/signed-url-tokens,R7,admin,matrix:96-20:auto:admin-media-signed-url-tokens; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-media-signed-url-tokens; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/media/signed-url-tokens; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
44,frontend/app/admin/observability/page.tsx,Y,/admin/observability,R7,admin,matrix:96-20:auto:admin-observability; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-observability; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/observability; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
