idx,page_tsx_path,layout_sidecar,user_path,primary_round,role_guess,key_api_or_ui_contract,appendix_b_axes,playwright_ref,vitest_ref,d3_hand,status_93,gap_issue,controls_notes
11,frontend/app/community/activity/page.tsx,Y,/community/activity,R4,visitor,matrix:96-20:auto:community-activity; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-activity; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/activity; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
12,frontend/app/community/explore/page.tsx,Y,/community/explore,R4,visitor,matrix:96-20:auto:community-explore; GET /api/v1/community/explore; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-explore; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/explore; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
13,frontend/app/community/feedback/page.tsx,Y,/community/feedback,R4,visitor,matrix:96-20:auto:community-feedback; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-feedback; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/feedback; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
14,frontend/app/community/friends/page.tsx,Y,/community/friends,R4,visitor,matrix:96-20:auto:community-friends; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-friends; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/friends; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
15,frontend/app/community/messages/[id]/page.tsx,Y,/community/messages/:id,R4,traveler,matrix:96-20:auto:community-messages-id; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-messages-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/messages/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
16,frontend/app/community/messages/page.tsx,Y,/community/messages,R4,traveler,matrix:96-20:auto:community-messages; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-messages; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/messages; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
17,frontend/app/community/page.tsx,Y,/community,R4,visitor,matrix:96-20:auto:community; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
18,frontend/app/community/post/[id]/page.tsx,Y,/community/post/:id,R4,visitor,matrix:96-20:auto:community-post-id; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-post-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/post/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
19,frontend/app/community/topic/[tag]/page.tsx,Y,/community/topic/:tag,R4,visitor,matrix:96-20:auto:community-topic-tag; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-topic-tag; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/topic/:tag; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
20,frontend/app/community/tt/page.tsx,Y,/community/tt,R4,visitor,matrix:96-20:auto:community-tt; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-tt; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/tt; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
21,frontend/app/community/user/[id]/page.tsx,Y,/community/user/:id,R4,visitor,matrix:96-20:auto:community-user-id; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-user-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/user/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
