idx,page_tsx_path,layout_sidecar,user_path,primary_round,role_guess,key_api_or_ui_contract,appendix_b_axes,playwright_ref,vitest_ref,d3_hand,status_93,gap_issue,controls_notes
19,frontend/app/admin/community/risk-signals/page.tsx,Y,/admin/community/risk-signals,R4,admin,matrix:96-20:5.1:/admin/community/risk-signals; matrix:93:5.7:/admin/community/risk-signals; matrix:13-1:bucket-admin; routes:admin.communityRiskSignals; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/community/risk-signals; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
20,frontend/app/admin/compliance/requests/[requestId]/events/page.tsx,Y,/admin/compliance/requests/:requestId/events,R8,admin,matrix:96-20:5.1:/admin/compliance/requests/[requestId]/events; matrix:93:5.7:/admin/compliance/requests/:requestId/events; matrix:13-1:bucket-admin; routes:admin.complianceDataRequestEvents; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/compliance/requests/[requestId]/events; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
21,frontend/app/admin/compliance/requests/[requestId]/update/page.tsx,Y,/admin/compliance/requests/:requestId/update,R8,admin,matrix:96-20:5.1:/admin/compliance/requests/[requestId]/update; matrix:93:5.7:/admin/compliance/requests/:requestId/update; matrix:13-1:bucket-admin; routes:admin.complianceDataRequestUpdate; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/compliance/requests/[requestId]/update; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
22,frontend/app/admin/compliance/requests/page.tsx,Y,/admin/compliance/requests,R7,admin,matrix:96-20:5.1:/admin/compliance/requests; matrix:93:5.7:/admin/compliance/requests; matrix:13-1:bucket-admin; routes:admin.complianceDataRequests; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/compliance/requests; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
23,frontend/app/admin/config/page.tsx,Y,/admin/config,R7,admin,matrix:96-20:5.1:/admin/config; matrix:93:5.7:/admin/config; matrix:13-1:bucket-admin; routes:admin.configReleases（间接）; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/config; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
24,frontend/app/admin/config/releases/[id]/page.tsx,Y,/admin/config/releases/:id,R8,admin,matrix:96-20:5.1:/admin/config/releases/[id]; matrix:93:5.7:/admin/config/releases/:id; matrix:13-1:bucket-admin; routes:admin.configRelease; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/config/releases/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
25,frontend/app/admin/config/releases/page.tsx,Y,/admin/config/releases,R7,admin,matrix:96-20:5.1:/admin/config/releases; matrix:93:5.7:/admin/config/releases; matrix:13-1:bucket-admin; routes:admin.configReleases; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/config/releases; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
26,frontend/app/admin/cross-check/page.tsx,Y,/admin/cross-check,R7,admin,matrix:96-20:5.1:/admin/cross-check; matrix:93:5.7:/admin/cross-check; matrix:13-1:bucket-admin; routes:admin.crossCheck; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/cross-check; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
27,frontend/app/admin/disputes/[id]/page.tsx,Y,/admin/disputes/:id,R8,admin,matrix:96-20:5.1:/admin/disputes/[id]; matrix:93:5.7:/admin/disputes/:id; matrix:13-1:bucket-admin; routes:admin.disputeById; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/disputes/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
28,frontend/app/admin/disputes/page.tsx,Y,/admin/disputes,R7,admin,matrix:96-20:5.1:/admin/disputes; matrix:93:5.7:/admin/disputes; matrix:13-1:bucket-admin; routes:admin.disputes; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/disputes; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
29,frontend/app/admin/drift-summary/page.tsx,Y,/admin/drift-summary,R7,admin,matrix:96-20:5.1:/admin/drift-summary; matrix:93:5.7:/admin/drift-summary; matrix:13-1:bucket-admin; routes:admin.driftSummary; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/drift-summary; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
30,frontend/app/admin/fee-router/page.tsx,Y,/admin/fee-router,R7,admin,matrix:96-20:5.1:/admin/fee-router; matrix:93:5.7:/admin/fee-router; matrix:13-1:bucket-admin; routes:admin.feeRouterRoutedEvents; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/fee-router; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
31,frontend/app/admin/finance-reconciliation/page.tsx,Y,/admin/finance-reconciliation,R7,admin,matrix:96-20:5.1:/admin/finance-reconciliation; matrix:93:5.7:/admin/finance-reconciliation; matrix:13-1:bucket-admin; routes:admin.（对账聚合；间接）; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/finance-reconciliation; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
32,frontend/app/admin/finance/page.tsx,Y,/admin/finance,R7,admin,matrix:96-20:5.1:/admin/finance; matrix:93:5.7:/admin/finance; matrix:13-1:bucket-admin; routes:admin.financeSummary; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/finance; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
33,frontend/app/admin/flags/page.tsx,Y,/admin/flags,R7,admin,matrix:96-20:5.1:/admin/flags; matrix:93:5.7:/admin/flags; matrix:13-1:bucket-admin; routes:admin.flags / admin.flagPublish; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/flags; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
34,frontend/app/admin/guides/[id]/page.tsx,Y,/admin/guides/:id,R8,admin,matrix:96-20:5.1:/admin/guides/[id]; matrix:93:5.7:/admin/guides/:id; matrix:13-1:bucket-admin; routes:admin.guideById; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/guides/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
35,frontend/app/admin/guides/page.tsx,Y,/admin/guides,R7,admin,matrix:96-20:5.1:/admin/guides; matrix:93:5.7:/admin/guides; matrix:13-1:bucket-admin; routes:admin.guides; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/guides; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
36,frontend/app/admin/indexer/page.tsx,Y,/admin/indexer,R7,admin,matrix:96-20:5.1:/admin/indexer; matrix:93:5.7:/admin/indexer; matrix:13-1:bucket-admin; routes:admin.indexerHealth; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/indexer; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
37,frontend/app/admin/indexer/reconcile-reports/page.tsx,Y,/admin/indexer/reconcile-reports,R7,admin,matrix:96-20:5.1:/admin/indexer/reconcile-reports; matrix:93:5.7:/admin/indexer/reconcile-reports; matrix:13-1:bucket-admin; routes:admin.indexerReconcileReports / Export; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/indexer/reconcile-reports; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
38,frontend/app/admin/indexer/reconcile/[id]/page.tsx,Y,/admin/indexer/reconcile/:id,R8,admin,matrix:96-20:5.1:/admin/indexer/reconcile/[id]; matrix:93:5.7:/admin/indexer/reconcile/:id; matrix:13-1:bucket-admin; routes:admin.indexerReconcileReport; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/indexer/reconcile/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
39,frontend/app/admin/internal-tools/audits/page.tsx,Y,/admin/internal-tools/audits,R7,admin,matrix:96-20:5.1:/admin/internal-tools/audits; matrix:93:5.7:/admin/internal-tools/audits; matrix:13-1:bucket-admin; routes:admin.internalToolAudits; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/internal-tools/audits; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
40,frontend/app/admin/jobs/page.tsx,Y,/admin/jobs,R7,admin,matrix:96-20:5.1:/admin/jobs; matrix:93:5.7:/admin/jobs; matrix:13-1:bucket-admin; routes:admin.jobs; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/jobs; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
41,frontend/app/admin/lifecycle/page.tsx,Y,/admin/lifecycle,R7,admin,matrix:96-20:5.1:/admin/lifecycle; matrix:93:5.7:/admin/lifecycle; matrix:13-1:bucket-admin; routes:admin.lifecycleStateMachines; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/lifecycle; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
42,frontend/app/admin/media/access-logs/page.tsx,Y,/admin/media/access-logs,R7,admin,matrix:96-20:5.1:/admin/media/access-logs; matrix:93:5.7:/admin/media/access-logs; matrix:13-1:bucket-admin; routes:admin.mediaAccessLogs; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/media/access-logs; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
43,frontend/app/admin/media/signed-url-tokens/page.tsx,Y,/admin/media/signed-url-tokens,R7,admin,matrix:96-20:5.1:/admin/media/signed-url-tokens; matrix:93:5.7:/admin/media/signed-url-tokens; matrix:13-1:bucket-admin; routes:admin.mediaSignedUrlTokens; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/media/signed-url-tokens; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
44,frontend/app/admin/observability/page.tsx,Y,/admin/observability,R7,admin,matrix:96-20:5.1:/admin/observability; matrix:93:5.7:/admin/observability; matrix:13-1:bucket-admin; routes:admin.observabilityOverview; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/observability; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
45,frontend/app/admin/orders/[id]/page.tsx,Y,/admin/orders/:id,R8,admin,matrix:96-20:5.1:/admin/orders/[id]; matrix:93:5.7:/admin/orders/:id; matrix:13-1:bucket-admin; routes:admin.orderById; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/orders/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
46,frontend/app/admin/orders/page.tsx,Y,/admin/orders,R7,admin,matrix:96-20:5.1:/admin/orders; matrix:93:5.7:/admin/orders; matrix:13-1:bucket-admin; routes:admin.orders; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/orders; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:admin-app-page;lbl:B3-source-scan
